Artikelnummer (AR+[ID])	Artikelnummer Systemfremd	Artikelgruppe	Artikelname Vermietung	Artikelkurzbeschreibung Vermietung	Vermietpreis Min	Vermietpreis Soll	Vermietpreis UVP	Artikelname Verkauf	Artikelkurzbeschreibung Verkauf	Herstellerfirma	Verkaufpreis Min	Verkaufpreis Soll	Verkaufpreis UVP	ArtikelSeriennummer	Anzahl Equipments	Anzahl eigene Equipments	Anzahl fremde Equipments	Anzahl in Werkstatt	Anzahl verkauft	EK netto	Anmietpreis	Höhe [mm]	Breite [mm]	Länge [mm]	Gewicht [kg]	Anschlussleistung [W]	
AR451	 - 	Lichteffekte kopfbewegt	Vizi QWash 7 7x40W OSRAM QUAD-LEDs RGBW	Vizi QWash 7 7x40W OSRAM QUAD-LEDs RGBW  2 Betriebsmodis: Program Mode oder DMX Steuerung  3 DMX Kanal Modus: 17, 19 und 23 Kanäle  RGBW Farbmischung  64 eingebaute Farbpresets	25	30	40	Vizi QWash 7 7x40W OSRAM QUAD-LEDs RGBW	Vizi QWash 7 7x40W OSRAM QUAD-LEDs RGBW  2 Betriebsmodis: Program Mode oder DMX Steuerung  3 DMX Kanal Modus: 17, 19 und 23 Kanäle  RGBW Farbmischung  64 eingebaute Farbpresets	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	 - 	 - 	40	20	30	8.500	0
AR512	 - 	Lichteffekte kopfbewegt	Showtec Phantom Matrix FX	Abstrahlcharakteristik WashAbstrahlwinkel 45Leuchtmittel COBLED Anzahl 25LED Leistung 4 WAnzahl Farben RGBW FarbmischungPrisma neinFrostfilter jaPan 540Tilt 27016 Bit für PanTilt-Bewegung jaStand-Alone-Funktionalität jaSound to Light jaEinstellung am Gerät LC-DisplayKühlung lüftergekühltLeistungsaufnahme 125 WFarbe SchwarzDMX Anschluss 3-PolDMX Kanäle Modi 10,18,118 KanalDMX-Ansteuerung jaProgrammierbar am Gerät jaFernbedienung neinStroboskopeffekt jaMaster  Slave jaBesonderheiten inkl. Diffusorschirm	45	50	60	Showtec Phantom Matrix FX	Abstrahlcharakteristik WashAbstrahlwinkel 45Leuchtmittel COBLED Anzahl 25LED Leistung 4 WAnzahl Farben RGBW FarbmischungPrisma neinFrostfilter jaPan 540Tilt 27016 Bit für PanTilt-Bewegung jaStand-Alone-Funktionalität jaSound to Light jaEinstellung am Gerät LC-DisplayKühlung lüftergekühltLeistungsaufnahme 125 WFarbe SchwarzDMX Anschluss 3-PolDMX Kanäle Modi 10,18,118 KanalDMX-Ansteuerung jaProgrammierbar am Gerät jaFernbedienung neinStroboskopeffekt jaMaster  Slave jaBesonderheiten inkl. Diffusorschirm	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	530	445	200	9.850	0
AR532	 - 	Lichteffekte kopfbewegt	Moving Head Beam ProLux 280	Moving Head Beam ProLux 280	 - 	 - 	 - 	Moving Head Beam ProLux 280	Moving Head Beam ProLux 280	NULL	 - 	 - 	 - 	 - 	12	0	12	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR533	 - 	Lichteffekte kopfbewegt	Clay Paky A-Leda B-EYE K10	Clay Paky A-Leda B-EYE K10	 - 	 - 	 - 	Clay Paky A-Leda B-EYE K10	Clay Paky A-Leda B-EYE K10	NULL	 - 	 - 	 - 	 - 	8	8	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR547	 - 	Lichteffekte kopfbewegt	SGM G7 BeaSt StrobeBeam IP66	SGM G7 BeaSt StrobeBeam IP66	 - 	100	 - 	SGM G7 BeaSt StrobeBeam IP66	SGM G7 BeaSt StrobeBeam IP66	NULL	 - 	 - 	 - 	 - 	10	0	10	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR16	 - 	Lichteffekte statisch	ETC S4 LED SER2 LUSTR CE 	ETC S4 LED SER2 LUSTR CE ENGINE W. SHUTTER BARREL, BLACK	80	90	100	ETC S4 LED SER2 LUSTR CE 	ETC S4 LED SER2 LUSTR CE ENGINE W. SHUTTER BARREL, BLACK	NULL	2380	2400	2500	 - 	30	30	0	0	30	1946,50	 - 	 - 	 - 	 - 	0.000	0
AR17	 - 	Lichteffekte statisch	Lustr Classic 21	2.5W Luxeon Rebel LED based Fixture Two cell Unit, 533mm Wide	100	110	130	Lustr Classic 21	2.5W Luxeon Rebel LED based Fixture Two cell Unit, 533mm Wide	NULL	3100	3200	3500	 - 	30	30	0	0	30	2358	 - 	 - 	 - 	 - 	0.000	0
AR18	 - 	Lichteffekte statisch	Lustr Classic LED Scheinwerfer	Lustr Classic 11 LED Scheinwerfer, 11	50	60	70	Lustr Classic LED Scheinwerfer	Lustr Classic 11 LED Scheinwerfer, 11	NULL	1900	2100	2200	 - 	30	30	0	0	30	1324	 - 	 - 	 - 	 - 	0.000	0
AR19	 - 	Lichteffekte statisch	ETC S4 LED SER2 LUSTR CE ENGINE W.	SHUTTER BARREL, BLACK incl. Soft Focus Diffuser in holder and 1,0 m Powercable	70	90	100	ETC S4 LED SER2 LUSTR CE ENGINE W.	SHUTTER BARREL, BLACK incl. Soft Focus Diffuser in holder and 1,0 m Powercable	NULL	2650	2700	2900	 - 	30	30	0	0	0	1946	 - 	 - 	 - 	 - 	0.000	0
AR38	 - 	Lichteffekte statisch	Martin Atomic 3000 Stroboskop	Stroboskop mit 3000W Leistung 	40	50	60	Martin Atomic 3000 Stroboskop	Stroboskop mit 3000W Leistung 	NULL	 - 	 - 	 - 	 - 	24	24	0	0	0	 - 	 - 	240	245	425	8.000	3000
AR93	 - 	Lichteffekte statisch	EUROLITE LED KLS Laser Bar PRO FX-Lichtset	 Showlaser-Lichteffektleiste für mobilen Einsatz, Laserklasse 2M	25	35	45	EUROLITE LED KLS Laser Bar PRO FX-Lichtset	Showlaser-Lichteffektleiste für mobilen Einsatz, Laserklasse 2M	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	320	145	1320	7.000	0
AR121	 - 	Lichteffekte statisch	ADJ UB 9H	ADJ UB 9H Led Barleiste	10	15	20	ADJ UB 9H	41.75-inch (1 meter) indoor Linear Bar with 9 x 6W Ultra bright RGBWA+UV HEX (6-in-1) LEDs ADJ UB 9H  Variable RGBWA+UV color mixing offers a seemingly unlimited color palette - Great for Stage or Wall Washing!   6 DMX Channel Modes: 2, 3, 4, 6, 7 or 11 channels	ADJ Supply Europe B.V.	145	149	169	 - 	28	28	0	0	0	88	 - 	63	90	1060	2.500	0
AR152	 - 	Lichteffekte statisch	EUROLITE LED KLS Laser Bar PRO FX-Lichtset	 Showlaser-Lichteffektleiste für mobilen Einsatz, Laserklasse 2M	25	35	45	EUROLITE LED KLS Laser Bar PRO FX-Lichtset	Showlaser-Lichteffektleiste für mobilen Einsatz, Laserklasse 2M	NULL	 - 	399	 - 	 - 	2	2	0	0	0	299	 - 	320	145	1320	7.000	0
AR207	 - 	Lichteffekte statisch	Showtec Stage Blinder 4 DMX	Showtec Stage Blinder 4 DMX Gehäuse: Schwarz Versorgungsspannung: 240V/50Hz Power: 1300W Lampe: 4x Par 36 120V/650W (DWE) Steuerung: DMX	20	25	30	Showtec Stage Blinder 4 DMX	Showtec Stage Blinder 4 DMX	Showtec	 - 	 - 	 - 	 - 	12	12	0	0	0	 - 	 - 	470	110	425	6.900	1300
AR233	 - 	Lichteffekte statisch	ADJ COB Cannon Wash	ADJ COB Cannon Wash	 - 	10	 - 	ADJ COB Cannon Wash	ADJ COB Cannon Wash	NULL	 - 	200	 - 	 - 	8	0	8	0	0	149	 - 	 - 	 - 	 - 	0.000	0
AR300	 - 	Lichteffekte statisch	ETC S4 Zoomprofilscheinwerfer "jr", 25 bis 50°,	ETC S4 Zoomprofilscheinwerfer "jr", 25 bis 50°, 575W 	 - 	 - 	 - 	ETC S4 Zoomprofilscheinwerfer "jr", 25 bis 50°	ETC S4 Zoomprofilscheinwerfer "jr", 25 bis 50°, 575W 	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR306	 - 	Lichteffekte statisch	Elation Sixbar 1000 RGBAW+UV (DMX3p/5p/ArtNet)	Elation Sixbar 1000 RGBAW+UV (DMX3p/5p/ArtNet)       	 - 	20	 - 	Elation Sixbar 1000 RGBAW+UV (DMX3p/5p/ArtNet)	Elation Sixbar 1000 RGBAW+UV (DMX3p/5p/ArtNet)	NULL	 - 	 - 	 - 	 - 	24	24	0	0	0	 - 	 - 	105	206	900	6.200	0
AR343	 - 	Lichteffekte statisch	EUROLITE LED Super Strobe ABL	EUROLITE LED Super Strobe ABL	 - 	15	 - 	EUROLITE LED Super Strobe ABL	EUROLITE LED Super Strobe ABL	NULL	 - 	 - 	 - 	 - 	6	6	0	0	0	 - 	 - 	25	45	8	3.940	0
AR374	 - 	Lichteffekte statisch	Profilscheinwerfer 750W, ETC Source Four	Profilscheinwerfer 750W, ETC Source Four Irisblende für S4 Profiler Farbfilterrahmen für ETC Source Four Profilscheinwerfer Tubus 19° für ETC Source Four Profiler Tubus 26° für ETC Source Four Profiler Tubus 36° für ETC Source Four Profiler Tubus 50° für ETC Source Four Profiler Pipeclamp 48-50mm für 28mm TV-Zapfen, Typ Avenger C350 / LTHC350NBK	 - 	50	 - 	Profilscheinwerfer 750W, ETC Source Four	Profilscheinwerfer 750W, ETC Source Four Irisblende für S4 Profiler Farbfilterrahmen für ETC Source Four Profilscheinwerfer Tubus 19° für ETC Source Four Profiler Tubus 26° für ETC Source Four Profiler Tubus 36° für ETC Source Four Profiler Tubus 50° für ETC Source Four Profiler Pipeclamp 48-50mm für 28mm TV-Zapfen, Typ Avenger C350 / LTHC350NBK	NULL	 - 	 - 	 - 	 - 	32	0	32	0	0	 - 	 - 	600	340	340	7.600	0
AR412	 - 	Lichteffekte statisch	BEamZ Bac 404	BEamZ Bac 404	7,50	10	15	BEamZ Bac 404	BEamZ Bac 404	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR506	 - 	Lichteffekte statisch	Eurolite Spark Master Kaltes Feuerwerk	DMX-Funkeneffekt ohne Pyrotechnik für Indoor-Feuerwerke Erzeugt bis zu 5 Meter hohe Fontänen 	50	60.00	75	Kaltes Feuerwerk Spark Master	DMX-Funkeneffekt ohne Pyrotechnik für Indoor-Feuerwerke Erzeugt bis zu 5 Meter hohe Fontänen 	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	325	245	250	10.500	760
AR534	 - 	Lichteffekte statisch	ProLux Matrix Bar 6	ProLux Matrix Bar 6	 - 	 - 	 - 	ProLux Matrix Bar 6	ProLux Matrix Bar 6	NULL	 - 	 - 	 - 	 - 	17	17	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR573	 - 	Lichteffekte statisch	Sparcular Cold Flame Spraeyer	Sparcular Cold Flame Spraeyer	40	45	50	Sparcular Cold Flame Spraeyer	Sparcular Cold Flame Spraeyer	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	 - 	 - 	30	20	20	4.000	0
AR575	 - 	Lichteffekte statisch	ADJ Encore FR150Z	ADJ Encore FR150Z	25	35	45	ADJ Encore FR150Z	ADJ Encore FR150Z	ADJ Supply Europe B.V.	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	416	298	422	7.200	0
AR301	 - 	Lichtsteuerungen mit Last	Dimmer MA 12x 2,3 kW, Eingang 32A 3P+N+PE Stromver	Dimmer MA 12x 2,3 kW, Eingang 32A 3P+N+PE Stromverteiler 63A > 2x 32A + 3x Schuko Transportcase 19" / 12HE shockmount Transportcase 19" / 4HE shockmount	 - 	 - 	 - 	Dimmer MA 12x 2,3 kW, Eingang 32A 3P+N+PE Stromver	Dimmer MA 12x 2,3 kW, Eingang 32A 3P+N+PE Stromverteiler 63A > 2x 32A + 3x Schuko Transportcase 19" / 12HE shockmount Transportcase 19" / 4HE shockmount	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR12	 - 	Lichtsteuerungen ohne Last	HIGH END SYSTEMS Full Boar 4	HIGH END SYSTEMS Full Boar 4 Motorfader, 2x 15,6" Touch, 2x DVI-D, 4x DMX 512, 2x EtherCon (Hog/ArtNet), LC Media, inklusive Flightcase 	450	475	550	HIGH END SYSTEMS Full Boar 4	HIGH END SYSTEMS Full Boar 4 Motorfader, 2x 15,6" Touch, 2x DVI-D, 4x DMX 512, 2x EtherCon (Hog/ArtNet), LC Media, inklusive Flightcase 	High End Systems	35000	38000	39000	 - 	2	2	0	0	2	20800,00	 - 	244	902	575	20.400	0
AR65	 - 	Lichtsteuerungen ohne Last	Chamsys MagicQ PC Wing	USB-Verbindung zum PC oder MacWindows, Linux oder OSX kompatibelProgramm- und PlaybacktastenPage, Group und 4 Macrotasten8 Encoder12 Fader2 direkte DMX 	70	90	110	Chamsys MagicQ PC Wing	USB-Verbindung zum PC oder MacWindows, Linux oder OSX kompatibelProgramm- und PlaybacktastenPage, Group und 4 Macrotasten8 Encoder12 Fader2 direkte DMX Ausgängedimmbare thomann LED-Pult-Lampe64 Universeneingebaute Stromversorgungeingebauter USB-HubAudio-Eingangentspricht den Handgepäckbeschränkungen der meisten AirlinesAbmessungen 51,5 x 25,7 x 8,8 cmGewicht 3,6 kg	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	515	257	88	3.600	0
AR132	 - 	Lichtsteuerungen ohne Last	Showtec DB-1-8 DMX-Booster 	Showtec DB-1-8 DMX-Booster 	 - 	 - 	 - 	Showtec DB-1-8 DMX-Booster 	Showtec DB-1-8 DMX-Booster 	NULL	 - 	85	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR151	 - 	Lichtsteuerungen ohne Last	Showtec Quick DMX D512	Showtec Quick DMX D512	10	15	20	Showtec Quick DMX D512	Showtec Quick DMX D512	Showtec	270	279	299	 - 	1	1	0	0	0	179	 - 	 - 	 - 	 - 	0.200	0
AR202	 - 	Lichtsteuerungen ohne Last	EUROLITE Art-Net-DMX Node 8 MK2	EUROLITE Art-Net-DMX Node 8 MK2 	15	20	25	EUROLITE Art-Net-DMX Node 8 MK2	EUROLITE Art-Net-DMX Node 8 MK2 	NULL	 - 	449	 - 	 - 	1	1	0	0	0	299	 - 	44	175	483	2.400	0
AR213	 - 	Lichtsteuerungen ohne Last	Notebook  mit Lichtsteuerungsoftware Quickdmx	Notebook  mit Lichtsteuerungsoftware Quikdmx	30.00	40.00	 - 	Notebook  	Notebook  	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	230	 - 	 - 	 - 	 - 	0.000	0
AR292	 - 	Lichtsteuerungen ohne Last	Lichtstellpult MA Lighting GrandMA2 light	Lichtstellpult MA Lighting GrandMA2 light	 - 	 - 	 - 	Lichtstellpult MA Lighting GrandMA2 light	Lichtstellpult MA Lighting GrandMA2 light	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR444	 - 	Mikrofon - Headset	Sennheiser HSP 4 	Sennheiser HSP 4   Farbe beige Charakteristik Niere Frequenzgang 40 - 20 000 Hz individuelle Größe einstellbar Miniklinke-Anschluss für Sennheiser EW-Serie Schalldruck 150 dB max.	10	15	20.00	Sennheiser HSP 4 	Sennheiser HSP 4   Farbe beige Charakteristik Niere Frequenzgang 40 - 20 000 Hz individuelle Größe einstellbar Miniklinke-Anschluss für Sennheiser EW-Serie Schalldruck 150 dB max.	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR461	DH5T/O-MTQG DuraPlex Headset -	Mikrofon - Headset	Shure DH5T/O-MTQG DuraPlex Headset - beige	Shure DH5T/O-MTQG DuraPlex Headset - beige	20	20	25	Shure DH5T/O-MTQG DuraPlex Headset - beige	Shure DH5T/O-MTQG DuraPlex Headset - beige	NULL	 - 	 - 	 - 	 - 	14	0	14	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR525	 - 	Mikrofon - Headset	Shure Mx 153 Headset/ TQG, B	Shure Mx 153 Headset/ TQG, B	 - 	 - 	 - 	Shure Mx 153 Headset/ TQG, B	Shure Mx 153 Headset/ TQG, B	NULL	 - 	190	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR40	 - 	Mikrofon - Instrumentenabnahme	SHURE BETA52A	Dynamisches Mikrofon für Bass Drum Kick 	5	7	10	SHURE BETA52A	Dynamisches Mikrofon für Bass Drum Kick 	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR41	 - 	Mikrofon - Instrumentenabnahme	Shure Beta91	Shure Beta91	8	10	15	Shure Beta91	Shure Beta91	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.480	0
AR42	 - 	Mikrofon - Instrumentenabnahme	Mikrofon - dyn. - Shure SM57	Mikrofon - dyn. - Shure SM57	5	7	8	Mikrofon - dyn. - Shure SM57	Mikrofon - dyn. - Shure SM57	NULL	 - 	 - 	 - 	 - 	19	19	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR43	 - 	Mikrofon - Instrumentenabnahme	Shure Beta 181	Kleinmembran Kondensatormikrofon Superniere	8	10	15	Shure Beta 181	Kleinmembran Kondensatormikrofon Superniere	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR51	 - 	Mikrofon - Instrumentenabnahme	Shure sm 81	Richtcharakteristik: Niere Übertragungsbereich: 20 Hz - 20 kHz Grenzschalldruckpegel: 146 dB (mit Pad) Leerlauf-Übertragungsfaktor: 5,6 mV/Pa	8	10	15	Shure sm 81	Richtcharakteristik: Niere Übertragungsbereich: 20 Hz - 20 kHz Grenzschalldruckpegel: 146 dB (mit Pad) Leerlauf-Übertragungsfaktor: 5,6 mV/Pa	NULL	 - 	 - 	 - 	 - 	6	6	0	0	0	213,00	 - 	 - 	 - 	 - 	0.000	0
AR114	 - 	Mikrofon - Instrumentenabnahme	drum mikrofonie Set 9 Teilig	1 x ShureBETA 91A 3 x Shure 98AMP/C 2 x Shure beta 181 1 x Shure beta  52 2 x Shure 27 oder 81	75	85	100	drum mikrofonie Set 8 Teilig	Shure, Telefunken usw	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR223	 - 	Mikrofon - Instrumentenabnahme	Rode NT5	Kleinmembran-Kondensator  Richtcharakteristik NiereOverheadmikrofon 	 - 	8.5	10	Rode NT5	Kleinmembran-Kondensator  Richtcharakteristik NiereOverheadmikrofon 	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR225	 - 	Mikrofon - Instrumentenabnahme	Neu­mann KM184	Neu­mann KM184 Kondensator-Kleinmembranmikrofon 	 - 	15	 - 	Neu­mann KM184	Neu­mann KM184 Kondensator-Kleinmembranmikrofon 	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR226	 - 	Mikrofon - Instrumentenabnahme	TELEFUNKEN M80-SH	TELEFUNKEN M80-SH   Typ: 	  Dynamisches Mikrofon   Kapsel: 	  N/A Frequenzbereich: 	50Hz - 18 kHz   Richtcharakteristik: 	  Superniere   Impedanz: 	  325 Ohm	 - 	10	 - 	TELEFUNKEN M80-SH	  Typ: 	  Dynamisches Mikrofon   Kapsel: 	  N/A Frequenzbereich: 	50Hz - 18 kHz   Richtcharakteristik: 	  Superniere   Impedanz: 	  325 Ohm	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	380.000	0
AR227	 - 	Mikrofon - Instrumentenabnahme	Telefunken M82	Richtcharakteristik: Niere vier verschiedene Filterkurven mit KICK EQ und HIGH BOOST Frequenzbereich: 25 - 18.000 Hz Impedanz: 250 Ohm Grenzschalldruckpegel: >146 dB	 - 	20	 - 	Telefunken M82	Richtcharakteristik: Niere vier verschiedene Filterkurven mit KICK EQ und HIGH BOOST Frequenzbereich: 25 - 18.000 Hz Impedanz: 250 Ohm Grenzschalldruckpegel: >146 dB	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	434.000	0
AR383	 - 	Mikrofon - Instrumentenabnahme	Shure Beta 98AMP/C	Shure Beta 98AMP/C	 - 	10	 - 	Shure Beta 98AMP/C	Shure Beta 98AMP/C	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR394	 - 	Mikrofon - Instrumentenabnahme	AKG 414 oder ähn.	AKG 414 oder ähn.	 - 	15.00	 - 	AKG 414 oder ähn.	AKG 414 oder ähn.	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR422	 - 	Mikrofon - Instrumentenabnahme	Sennheiser 600 Drum Set im Case	Sennheiser 600 Drum Set	50	60	70	Sennheiser 600 Drum Set im Case	Sennheiser 600 Drum Set	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR425	 - 	Mikrofon - Instrumentenabnahme	DPA d:vote 4099 Lo	Sax. DPA d:vote 4099 Lo DPA Speiseadapter DAD6001 DPA STC4099 Saxofon/Trompetenhalter DPA UC4099 Universalhalter	 - 	20	 - 	DPA d:vote 4099 Lo	Sax. DPA d:vote 4099 Lo DPA Speiseadapter DAD6001 DPA STC4099 Saxofon/Trompetenhalter DPA UC4099 Universalhalter	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR464	 - 	Mikrofon - Instrumentenabnahme	Shure Beta 98 H/C	Shure Beta 98H/C Instrumental Kapseltyp: Kondensator Richtcharakteristik: Niere Bauform: Instrumentenmikro Ein/Aus-Schalter: Nein Übertragungsbereich von (Hz): 20 Übertragungsbereich bis (Hz): 20000	10	15	17,50	Shure Beta 98 H/C	Shure Beta 98H/C Instrumental Kapseltyp: Kondensator Richtcharakteristik: Niere Bauform: Instrumentenmikro Ein/Aus-Schalter: Nein Übertragungsbereich von (Hz): 20 Übertragungsbereich bis (Hz): 20000	shure	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.800	0
AR469	 - 	Mikrofon - Instrumentenabnahme	Sennheiser e 914	Sennheiser e 914 - Richtcharakteristik: Cardioid     - Frequenzgang: 20 bis 20 000 Hz     - Freifeld-Leerlauf-Übertragungsfaktor (1kHz): 7 mV / Pa      - Dämpfung schaltbar: 0, -10, -20 dB     - max. Schalldruckpegel: 137, 147, 157 dB     - Nennimpedanz: 100 Ohm     - min. Abschlußimpedanz: 1000 Ohm     - Abmessungen: 24 x 157 mm     - Gewicht: 198 g  	7.5	10	15	Sennheiser e 914	Sennheiser e 914 - Richtcharakteristik: Cardioid     - Frequenzgang: 20 bis 20 000 Hz     - Freifeld-Leerlauf-Übertragungsfaktor (1kHz): 7 mV / Pa      - Dämpfung schaltbar: 0, -10, -20 dB     - max. Schalldruckpegel: 137, 147, 157 dB     - Nennimpedanz: 100 Ohm     - min. Abschlußimpedanz: 1000 Ohm     - Abmessungen: 24 x 157 mm     - Gewicht: 198 g  	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	24	157	0.198	0
AR546	 - 	Mikrofon - Instrumentenabnahme	Mikrofonierung Orchestra  	DPA Mikrofonie für Streichinstrumente, Schlaginstrumente, Holz und Blechbläser	 - 	20	 - 	Mikrofonierung Orchestra  	DPA Mikrofonie für Streichinstrumente, Schlaginstrumente, Holz und Blechbläser	NULL	 - 	 - 	 - 	 - 	44	0	44	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR621	 - 	Mikrofon - Instrumentenabnahme	Shure Beta 52A	Supernierencharakteristikbertragungsbereich 20 - 10.000 Hzmaximaler Schalldruck 174 dB SPL bis 1 kHz, berechnetAusgangsimpedanz 45 OhmLeerlaufempfindlichkeit -64 dBVPa 0,63 mV	 - 	15	 - 	Shure Beta 52A	Supernierencharakteristikbertragungsbereich 20 - 10.000 Hzmaximaler Schalldruck 174 dB SPL bis 1 kHz, berechnetAusgangsimpedanz 45 OhmLeerlaufempfindlichkeit -64 dBVPa 0,63 mV	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR653	 - 	Mikrofon - Instrumentenabnahme	Sennheiser  E 609	Sennheiser  E 609	5	7.5	10	Sennheiser  E 609	Sennheiser  E 609	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR654	 - 	Mikrofon - Instrumentenabnahme	SENNHEISER E 906	Dynamisches Instrumentenmikrofon speziell für E-Gitarre, Snare-Drum und Bläser.	8	10	12	SENNHEISER E 906	Dynamisches Instrumentenmikrofon speziell für E-Gitarre, Snare-Drum und Bläser.	NULL	 - 	 - 	 - 	 - 	3	3	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR655	 - 	Mikrofon - Instrumentenabnahme	Sennheiser e904	Schlagzeugmikrofon Percussion Mikrofon Dynamisches Instrumentenmikrofon mit Nierencharakteristik für Drums und Percussion. Exzellente Klangprofilierung, geeignet für alle perkussiven Stile. Kompaktes Metallgehäuse mit Clip zur Befestigung an Toms und Snares.	8	10	12	Sennheiser e904	Schlagzeugmikrofon Percussion Mikrofon Dynamisches Instrumentenmikrofon mit Nierencharakteristik für Drums und Percussion. Exzellente Klangprofilierung, geeignet für alle perkussiven Stile. Kompaktes Metallgehäuse mit Clip zur Befestigung an Toms und Snares.	NULL	 - 	 - 	 - 	 - 	3	3	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR86	 - 	Mikrofon drahtlos	Shure - UR4D + TwoWay KIT	Shure UR4D / Sm58/Beta 58/Sm87	80	100	120	Shure UR4D	Shure UR4D	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	10.000	0
AR113	 - 	Mikrofon drahtlos	Sennheiser EM2050 	1x Sennheiser EM 2050CW (718-790 MHz) dual receiver 2x Sennheiser SK 2000 bodypacks 2x Sennheiser SKM 2000 handheld 940	80	90	100	Sennheiser EM2050 	1x Sennheiser EM 2050CW (718-790 MHz) dual receiver 2x Sennheiser SK 2000 bodypacks 2x Sennheiser SKM 2000 handheld 940	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR135	 - 	Mikrofon drahtlos	Shure BLX14-P31  Funk-Headset	Shure BLX14-P31  Funk-Headset	 - 	35	40	Shure BLX14-P31  Funk-Headset	Shure BLX14-P31  Funk-Headset	NULL	 - 	233.7	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR157	 - 	Mikrofon drahtlos	AKG DMS 800 Funk System 	AKG DSR800 - 710-790 + 823-832 MHz AKG DHT800 - 710-790 + 823-832 MHz Adapterringe für Shureköpfe 2x Shure SM58 Case 2x Antenne 1 Schukostromkabel	70	80	90	AKG DMS 800 Funk System 	AKG DSR800 - 710-790 + 823-832 MHz AKG DHT800 - 710-790 + 823-832 MHz Adapterringe für Shureköpfe 2x Shure SM58 CAse 2x Antenne 1 Schukostromkabel	AKG	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	4.000	0
